article_id,expr_type,value,char_offset
37.txt,year, 2005,1753
37.txt,month,December,1508
1521.txt,interval, of months,1408
1521.txt,interval, 12 hours,1452
1521.txt,interval," rainy season,",2386
368.txt,interval, last year.,102
368.txt,interval, last year,164
368.txt,interval," Last year,",563
368.txt,interval, last week,980
368.txt,number of years,last year ,165
368.txt,year, 2004,1320
1656.txt,interval," festive season,",192
1656.txt,interval," this year,",734
1656.txt,interval, working days,1867
1656.txt,interval, five hours,2049
1656.txt,interval, per week,2060
1656.txt,interval, this year,2632
1656.txt,number of years,this year ,2633
1656.txt,year, 2003,230
1656.txt,month,December,2073
158.txt,interval, single day,91
158.txt,interval, four hours,169
158.txt,interval, trading days,374
158.txt,interval, the week.,390
158.txt,interval, the day,765
158.txt,interval," Tuesday,",776
158.txt,interval, holiday,849
158.txt,interval, few weeks,1650
158.txt,interval," fiscal year,",1803
158.txt,interval, last year.,1846
158.txt,interval," this year,",1906
158.txt,year, 2002,516
158.txt,year, 2002,681
158.txt,month,January,864
158.txt,month,February,1725
158.txt,month,June,1902
176.txt,interval," this year,",108
176.txt,interval, Tuesday.,137
176.txt,interval, fiscal year.,385
176.txt,interval, recent months,401
176.txt,interval, two years,691
176.txt,interval, 12 months,904
176.txt,interval, fiscal year.,974
176.txt,interval, the years,1041
176.txt,interval, five years,1599
176.txt,interval," Tuesday,",1792
176.txt,number of years,two years ,692
176.txt,number of years,the years ,1042
176.txt,number of years,five years.,1600
176.txt,dd months yyyy,30 September 2004,918
176.txt,year, 2005,380
176.txt,year, 2006,1056
176.txt,year, 2015,1064
176.txt,month,November,513
176.txt,month,September,1436
569.txt,interval, Wednesday.,233
569.txt,year, 2003,672
569.txt,month,May,1754
1555.txt,interval, previous years,853
1555.txt,interval, last year,1101
1555.txt,number of years,previous years.,854
1555.txt,year, 2005,25
1555.txt,year, 2005,89
1555.txt,year, 2005,485
1555.txt,year, 2005,652
1555.txt,year, 2004,1178
1555.txt,year, 2005,3446
1555.txt,month,March,2868
1555.txt,month,January,3857
153.txt,interval, just hours,1234
153.txt,dd months yyyy, May 2004,1264
